('6677f9697acf35542d8eeb54', 'WRO', 'TZL', 100, '2024-06-25', '04:39:00', 'Air France', '9 hours', 352)
('6677f9847acf35542d8ef04d', 'SYZ', 'VLC', 100, '2024-06-24', '15:26:00', 'EasyJet', '12 hours', 340)
('6677f9847acf35542d8ef04f', 'LCG', 'HRI', 100, '2024-06-24', '13:57:00', 'Lufthansa', '8 hours', 180)
('6677f9847acf35542d8ef050', 'LCG', 'TNA', 100, '2024-06-25', '17:50:00', 'EasyJet', '5 hours', 220)
('6677f9847acf35542d8ef051', 'LCG', 'ETR', 100, '2024-07-03', '08:04:00', 'Ryanair', '5 hours', 239)
('6677f9847acf35542d8ef052', 'LCG', 'BFN', 100, '2024-06-30', '19:22:00', 'British Airways', '14 hours', 480)
('6677f9857acf35542d8ef054', 'KUF', 'NCE', 100, '2024-07-03', '02:50:00', 'British Airways', '12 hours', 447)
('6677f9857acf35542d8ef059', 'IGT', 'CTA', 100, '2024-06-26', '09:31:00', 'Ryanair', '6 hours', 278)
('6677f9857acf35542d8ef05a', 'IGT', 'BZG', 100, '2024-06-29', '07:51:00', 'Air France', '3 hours', 168)
('6677f9857acf35542d8ef05e', 'MCX', 'KER', 100, '2024-06-25', '08:50:00', 'Air France', '10 hours', 435)
('6677f9857acf35542d8ef063', 'ALG', 'SOF', 100, '2024-06-28', '19:56:00', 'Air France', '5 hours', 331)
('6677f9857acf35542d8ef064', 'ALG', 'NUE', 100, '2024-07-03', '11:44:00', 'Air France', '10 hours', 291)
('6677f9857acf35542d8ef065', 'ALG', 'INI', 100, '2024-07-01', '03:11:00', 'Lufthansa', '8 hours', 151)
('6677f9857acf35542d8ef066', 'ALG', 'ANR', 100, '2024-06-30', '17:09:00', 'Air France', '6 hours', 96)
('6677f9857acf35542d8ef068', 'BBU', 'IGT', 100, '2024-06-24', '06:48:00', 'Ryanair', '1 hours', 354)
('6677f9857acf35542d8ef06d', 'CLJ', 'MRS', 100, '2024-07-03', '02:57:00', 'Air France', '10 hours', 228)
('6677f9857acf35542d8ef06e', 'CLJ', 'IXB', 100, '2024-06-27', '09:39:00', 'British Airways', '13 hours', 455)
('6677f9857acf35542d8ef072', 'SUF', 'LIS', 100, '2024-07-03', '21:21:00', 'Ryanair', '12 hours', 294)
('6677f9857acf35542d8ef073', 'SUF', 'BRS', 100, '2024-06-27', '13:36:00', 'Lufthansa', '13 hours', 449)
('6677f9857acf35542d8ef074', 'SUF', 'SCQ', 100, '2024-06-26', '14:13:00', 'Lufthansa', '4 hours', 470)
('6677f9857acf35542d8ef075', 'SUF', 'NAP', 100, '2024-06-28', '21:55:00', 'Ryanair', '12 hours', 100)
('6677f9857acf35542d8ef077', 'TOF', 'BUS', 100, '2024-06-27', '02:43:00', 'British Airways', '6 hours', 196)
('6677f9857acf35542d8ef078', 'TOF', 'IAS', 100, '2024-06-24', '03:01:00', 'Air France', '4 hours', 292)
('6677f9857acf35542d8ef07c', 'RJK', 'SPX', 100, '2024-06-29', '17:19:00', 'Lufthansa', '4 hours', 226)
('6677f9857acf35542d8ef081', 'KRK', 'PZU', 100, '2024-06-24', '15:20:00', 'British Airways', '5 hours', 74)
('6677f9857acf35542d8ef086', 'LPP', 'POG', 100, '2024-06-24', '03:37:00', 'EasyJet', '9 hours', 482)
('6677f9857acf35542d8ef08b', 'TUN', 'SWA', 100, '2024-06-30', '09:48:00', 'EasyJet', '12 hours', 130)
('6677f9857acf35542d8ef08c', 'TUN', 'TRS', 100, '2024-07-03', '22:37:00', 'EasyJet', '8 hours', 457)
('6677f9867acf35542d8ef090', 'BDO', 'CAG', 100, '2024-06-27', '04:21:00', 'British Airways', '11 hours', 128)
('6677f9867acf35542d8ef091', 'BDO', 'AXM', 100, '2024-06-30', '06:27:00', 'Lufthansa', '11 hours', 475)
('6677f9867acf35542d8ef095', 'PIK', 'TIQ', 100, '2024-06-25', '11:23:00', 'Lufthansa', '14 hours', 97)
('6677f9867acf35542d8ef09a', 'LRR', 'CFK', 100, '2024-07-01', '19:02:00', 'Lufthansa', '2 hours', 87)
('6677f9867acf35542d8ef09f', 'GRZ', 'PAP', 100, '2024-07-03', '15:53:00', 'British Airways', '3 hours', 52)
('6677f9867acf35542d8ef0a0', 'GRZ', 'NOC', 100, '2024-06-30', '09:34:00', 'Lufthansa', '9 hours', 340)
('6677f9867acf35542d8ef0a1', 'GRZ', 'SEZ', 100, '2024-06-26', '16:36:00', 'Lufthansa', '1 hours', 271)
('6677f9867acf35542d8ef0a4', 'TIP', 'SVX', 100, '2024-06-28', '04:21:00', 'British Airways', '11 hours', 439)
('6677f9867acf35542d8ef0a5', 'TIP', 'TPE', 100, '2024-07-03', '00:33:00', 'EasyJet', '14 hours', 72)
('6677f9867acf35542d8ef0a6', 'TIP', 'TXN', 100, '2024-06-25', '20:51:00', 'Ryanair', '12 hours', 453)
('6677f9867acf35542d8ef0a7', 'TIP', 'BLZ', 100, '2024-06-30', '17:04:00', 'British Airways', '1 hours', 223)
('6677f9867acf35542d8ef0a9', 'CKG', 'PWM', 100, '2024-06-26', '03:53:00', 'EasyJet', '5 hours', 159)
('6677f9867acf35542d8ef0aa', 'CKG', 'ERZ', 100, '2024-06-24', '06:49:00', 'EasyJet', '6 hours', 246)
('6677f9867acf35542d8ef0ab', 'CKG', 'ACC', 100, '2024-07-02', '07:57:00', 'Lufthansa', '5 hours', 182)
('6677f9867acf35542d8ef0ae', 'SEN', 'KUT', 100, '2024-07-02', '09:32:00', 'EasyJet', '10 hours', 447)
('6677f9867acf35542d8ef0af', 'SEN', 'SSG', 100, '2024-07-03', '21:48:00', 'Ryanair', '5 hours', 448)
('6677f9867acf35542d8ef0b0', 'SEN', 'QUO', 100, '2024-06-26', '14:24:00', 'EasyJet', '7 hours', 338)
('6677f9867acf35542d8ef0b3', 'LYS', 'DSS', 100, '2024-06-27', '23:31:00', 'Lufthansa', '6 hours', 139)
('6677f9867acf35542d8ef0b4', 'LYS', 'CPH', 100, '2024-06-26', '10:29:00', 'Lufthansa', '3 hours', 440)
('6677f9867acf35542d8ef0b8', 'TSN', 'REG', 100, '2024-06-29', '00:04:00', 'Ryanair', '2 hours', 140)
('6677f9867acf35542d8ef0b9', 'TSN', 'LIN', 100, '2024-07-02', '20:08:00', 'EasyJet', '7 hours', 478)
('6677f9867acf35542d8ef0ba', 'TSN', 'INI', 100, '2024-06-25', '05:06:00', 'Lufthansa', '2 hours', 428)
('6677f9867acf35542d8ef0bb', 'TSN', 'KOE', 100, '2024-06-26', '02:47:00', 'Ryanair', '1 hours', 300)
('6677f9877acf35542d8ef0bd', 'INU', 'BTH', 100, '2024-07-02', '15:27:00', 'Lufthansa', '8 hours', 324)
('6677f9877acf35542d8ef0be', 'INU', 'TNR', 100, '2024-07-02', '00:50:00', 'British Airways', '9 hours', 481)
('6677f9877acf35542d8ef0bf', 'INU', 'WUX', 100, '2024-07-02', '20:49:00', 'Lufthansa', '9 hours', 441)
('6677f9877acf35542d8ef0c2', 'OUL', 'ASP', 100, '2024-06-26', '14:53:00', 'British Airways', '10 hours', 258)
('6677f9877acf35542d8ef0c3', 'OUL', 'BLZ', 100, '2024-06-30', '17:45:00', 'British Airways', '2 hours', 448)
('6677f9877acf35542d8ef0c4', 'OUL', 'ATZ', 100, '2024-07-03', '15:31:00', 'British Airways', '5 hours', 426)
('6677f9877acf35542d8ef0c5', 'OUL', 'MCX', 100, '2024-06-29', '11:31:00', 'Air France', '6 hours', 90)
('6677f9877acf35542d8ef0c7', 'MZO', 'SKB', 100, '2024-06-28', '04:22:00', 'Air France', '4 hours', 249)
('6677f9877acf35542d8ef0cc', 'MQP', 'CMF', 100, '2024-06-29', '10:18:00', 'Air France', '1 hours', 222)
('6677f9877acf35542d8ef0cd', 'MQP', 'DAR', 100, '2024-06-29', '02:43:00', 'Air France', '14 hours', 456)
('6677f9877acf35542d8ef0ce', 'MQP', 'CPT', 100, '2024-07-01', '16:40:00', 'Air France', '9 hours', 353)
('6677f9877acf35542d8ef0d1', 'BFS', 'RJK', 100, '2024-06-28', '17:04:00', 'Ryanair', '7 hours', 396)
('6677f9877acf35542d8ef0d2', 'BFS', 'MIU', 100, '2024-06-28', '13:48:00', 'Air France', '9 hours', 356)
('6677f9877acf35542d8ef0d6', 'KYA', 'UTH', 100, '2024-06-24', '09:55:00', 'Air France', '3 hours', 343)
('6677f9877acf35542d8ef0db', 'BRE', 'MVB', 100, '2024-06-29', '06:27:00', 'Ryanair', '10 hours', 77)
('6677f9877acf35542d8ef0dc', 'BRE', 'RST', 100, '2024-07-02', '22:12:00', 'British Airways', '10 hours', 44)
('6677f9877acf35542d8ef0dd', 'BRE', 'TBZ', 100, '2024-07-02', '00:12:00', 'Ryanair', '6 hours', 259)
('6677f9877acf35542d8ef0e0', 'PNK', 'SYX', 100, '2024-06-28', '22:23:00', 'Ryanair', '14 hours', 40)
('6677f9877acf35542d8ef0e1', 'PNK', 'HAV', 100, '2024-06-25', '03:20:00', 'Ryanair', '2 hours', 201)
('6677f9877acf35542d8ef0e2', 'PNK', 'CHS', 100, '2024-06-25', '10:47:00', 'Air France', '6 hours', 394)
('6677f9877acf35542d8ef0e5', 'GAU', 'TOF', 100, '2024-07-01', '19:57:00', 'Air France', '4 hours', 161)
('6677f9877acf35542d8ef0ea', 'ZNZ', 'ODE', 100, '2024-07-03', '11:23:00', 'EasyJet', '9 hours', 257)
('6677f9877acf35542d8ef0eb', 'ZNZ', 'ZTH', 100, '2024-06-30', '22:54:00', 'Lufthansa', '10 hours', 439)
('6677f9877acf35542d8ef0ef', 'SAL', 'PAD', 100, '2024-06-25', '07:13:00', 'Air France', '11 hours', 208)
('6677f9877acf35542d8ef0f0', 'SAL', 'PWM', 100, '2024-06-26', '13:25:00', 'Ryanair', '1 hours', 74)
('6677f9877acf35542d8ef0f1', 'SAL', 'STD', 100, '2024-07-03', '05:56:00', 'Lufthansa', '14 hours', 305)
('6677f9877acf35542d8ef0f2', 'SAL', 'HGH', 100, '2024-06-25', '14:32:00', 'Air France', '5 hours', 328)
('6677f9887acf35542d8ef0f4', 'DUS', 'IBZ', 100, '2024-06-26', '16:25:00', 'British Airways', '9 hours', 489)
('6677f9887acf35542d8ef0f9', 'KOA', 'ZAD', 100, '2024-06-28', '22:23:00', 'Air France', '13 hours', 154)
('6677f9887acf35542d8ef0fe', 'SPU', 'SZY', 100, '2024-06-26', '07:40:00', 'Air France', '5 hours', 406)
('6677f9887acf35542d8ef0ff', 'SPU', 'LAX', 100, '2024-06-27', '01:54:00', 'Ryanair', '10 hours', 111)
('6677f9887acf35542d8ef100', 'SPU', 'KMG', 100, '2024-07-03', '15:21:00', 'Ryanair', '2 hours', 107)
('6677f9887acf35542d8ef103', 'HAM', 'SLZ', 100, '2024-07-03', '07:09:00', 'British Airways', '6 hours', 458)
('6677f9887acf35542d8ef108', 'YYZ', 'EBB', 100, '2024-07-03', '04:13:00', 'Ryanair', '6 hours', 345)
('6677f9887acf35542d8ef109', 'YYZ', 'PEE', 100, '2024-06-25', '04:55:00', 'Lufthansa', '7 hours', 392)
('6677f9887acf35542d8ef10d', 'BIK', 'CIT', 100, '2024-06-26', '02:23:00', 'Lufthansa', '3 hours', 255)
('6677f9887acf35542d8ef10e', 'BIK', 'REU', 100, '2024-06-24', '03:32:00', 'Ryanair', '13 hours', 486)
('6677f9887acf35542d8ef10f', 'BIK', 'NLU', 100, '2024-07-01', '04:17:00', 'Ryanair', '9 hours', 306)
('6677f9887acf35542d8ef112', 'KHN', 'ETM', 100, '2024-06-25', '21:06:00', 'EasyJet', '7 hours', 44)
('6677f9887acf35542d8ef113', 'KHN', 'ALG', 100, '2024-06-27', '15:02:00', 'Air France', '7 hours', 149)
('6677f9887acf35542d8ef117', 'TGD', 'LBD', 100, '2024-06-30', '00:19:00', 'Ryanair', '5 hours', 463)
('6677f9887acf35542d8ef118', 'TGD', 'BQS', 100, '2024-06-28', '16:05:00', 'Lufthansa', '6 hours', 419)
('6677f9887acf35542d8ef119', 'TGD', 'GZT', 100, '2024-06-26', '17:34:00', 'British Airways', '4 hours', 430)
('6677f9887acf35542d8ef11c', 'FLN', 'FLL', 100, '2024-06-25', '10:37:00', 'EasyJet', '13 hours', 370)
('6677f9887acf35542d8ef121', 'GSM', 'YTY', 100, '2024-06-29', '05:25:00', 'EasyJet', '8 hours', 415)
('6677f9887acf35542d8ef122', 'GSM', 'AAZ', 100, '2024-06-24', '11:27:00', 'Air France', '12 hours', 222)
('6677f9887acf35542d8ef123', 'GSM', 'NDJ', 100, '2024-06-24', '07:50:00', 'EasyJet', '11 hours', 315)
('6677f9897acf35542d8ef126', 'MSP', 'SYD', 100, '2024-06-26', '13:55:00', 'British Airways', '3 hours', 284)
('6677f9897acf35542d8ef12b', 'UET', 'ORF', 100, '2024-07-02', '04:09:00', 'EasyJet', '1 hours', 321)
('6677f9897acf35542d8ef12c', 'UET', 'SHE', 100, '2024-06-27', '00:09:00', 'EasyJet', '13 hours', 128)
('6677f9897acf35542d8ef12d', 'UET', 'BYH', 100, '2024-07-03', '11:54:00', 'Air France', '5 hours', 315)
('6677f9897acf35542d8ef130', 'PUY', 'CMF', 100, '2024-06-24', '00:46:00', 'EasyJet', '14 hours', 319)
('6677f9897acf35542d8ef135', 'SPN', 'ETZ', 100, '2024-06-30', '13:25:00', 'Lufthansa', '12 hours', 489)
('6677f9897acf35542d8ef136', 'SPN', 'CZX', 100, '2024-06-24', '14:19:00', 'British Airways', '6 hours', 143)
('6677f9897acf35542d8ef137', 'SPN', 'DSS', 100, '2024-07-02', '13:00:00', 'Ryanair', '3 hours', 143)
('6677f9897acf35542d8ef138', 'SPN', 'ZTH', 100, '2024-06-24', '06:50:00', 'Air France', '13 hours', 449)
('6677f9897acf35542d8ef13a', 'BXU', 'GRQ', 100, '2024-07-02', '06:41:00', 'EasyJet', '7 hours', 50)
('6677f9897acf35542d8ef13b', 'BXU', 'NBE', 100, '2024-07-02', '16:16:00', 'Ryanair', '4 hours', 174)
('6677f9897acf35542d8ef13f', 'MSQ', 'SDQ', 100, '2024-06-25', '10:09:00', 'Lufthansa', '9 hours', 435)
('6677f9897acf35542d8ef144', 'WMI', 'PZY', 100, '2024-06-25', '04:40:00', 'British Airways', '11 hours', 417)
('6677f9897acf35542d8ef145', 'WMI', 'CWL', 100, '2024-06-27', '18:52:00', 'Lufthansa', '10 hours', 173)
('6677f9897acf35542d8ef146', 'WMI', 'LNZ', 100, '2024-07-03', '09:02:00', 'Lufthansa', '4 hours', 168)
('6677f9897acf35542d8ef147', 'WMI', 'REU', 100, '2024-07-01', '10:39:00', 'Ryanair', '7 hours', 237)
('6677f9897acf35542d8ef149', 'ILO', 'PSS', 100, '2024-06-28', '16:18:00', 'Lufthansa', '8 hours', 40)
('6677f9897acf35542d8ef14a', 'ILO', 'CND', 100, '2024-06-26', '19:16:00', 'Ryanair', '6 hours', 172)
('6677f9897acf35542d8ef14b', 'ILO', 'SHE', 100, '2024-06-24', '15:14:00', 'British Airways', '6 hours', 202)
('6677f9897acf35542d8ef14c', 'ILO', 'YKS', 100, '2024-06-24', '06:52:00', 'Ryanair', '6 hours', 273)
('6677f98a7acf35542d8ef14e', 'PDG', 'GSV', 100, '2024-06-25', '10:19:00', 'Ryanair', '6 hours', 190)
('6677f98a7acf35542d8ef14f', 'PDG', 'EDI', 100, '2024-06-24', '19:43:00', 'British Airways', '4 hours', 178)
('6677f98a7acf35542d8ef150', 'PDG', 'SKP', 100, '2024-06-25', '08:50:00', 'British Airways', '4 hours', 276)
('6677f98a7acf35542d8ef151', 'PDG', 'PMC', 100, '2024-07-02', '19:50:00', 'Ryanair', '12 hours', 100)
('6677f98a7acf35542d8ef153', 'NBE', 'KVO', 100, '2024-06-24', '02:36:00', 'British Airways', '5 hours', 494)
('6677f98a7acf35542d8ef158', 'MDE', 'SAI', 100, '2024-06-24', '04:05:00', 'Lufthansa', '13 hours', 279)
('6677f98a7acf35542d8ef159', 'MDE', 'KFZ', 100, '2024-07-01', '07:32:00', 'Air France', '11 hours', 114)
('6677f98a7acf35542d8ef15d', 'BOG', 'CHC', 100, '2024-06-26', '22:16:00', 'British Airways', '8 hours', 341)
('6677f98a7acf35542d8ef15e', 'BOG', 'LYS', 100, '2024-06-26', '11:12:00', 'EasyJet', '6 hours', 354)
('6677f98a7acf35542d8ef15f', 'BOG', 'MVB', 100, '2024-06-24', '02:03:00', 'EasyJet', '14 hours', 67)
('6677f98a7acf35542d8ef160', 'BOG', 'MMK', 100, '2024-07-03', '22:43:00', 'Ryanair', '10 hours', 239)
('6677f98a7acf35542d8ef162', 'TNR', 'MAD', 100, '2024-06-25', '07:06:00', 'British Airways', '13 hours', 296)
('6677f98a7acf35542d8ef163', 'TNR', 'KIN', 100, '2024-07-02', '21:55:00', 'Lufthansa', '14 hours', 307)
('6677f98a7acf35542d8ef164', 'TNR', 'LCG', 100, '2024-06-30', '05:44:00', 'Air France', '3 hours', 455)
('6677f98a7acf35542d8ef167', 'PER', 'ADL', 100, '2024-07-01', '07:22:00', 'Lufthansa', '11 hours', 78)
('6677f98a7acf35542d8ef168', 'PER', 'ERZ', 100, '2024-06-29', '07:49:00', 'Ryanair', '7 hours', 239)
('6677f98b7acf35542d8ef16c', 'MWZ', 'LUX', 100, '2024-06-24', '16:54:00', 'EasyJet', '14 hours', 465)
('6677f98b7acf35542d8ef16d', 'MWZ', 'BRU', 100, '2024-06-30', '02:34:00', 'EasyJet', '3 hours', 147)
('6677f98b7acf35542d8ef16e', 'MWZ', 'BWA', 100, '2024-07-01', '20:16:00', 'Air France', '2 hours', 94)
('6677f98b7acf35542d8ef16f', 'MWZ', 'SRE', 100, '2024-06-26', '11:12:00', 'Lufthansa', '4 hours', 425)
('6677f98b7acf35542d8ef171', 'NOC', 'SVQ', 100, '2024-06-28', '15:12:00', 'Ryanair', '13 hours', 282)
('6677f98b7acf35542d8ef172', 'NOC', 'ORU', 100, '2024-07-01', '16:51:00', 'Lufthansa', '13 hours', 333)
('6677f98b7acf35542d8ef173', 'NOC', 'LAQ', 100, '2024-07-02', '05:40:00', 'Lufthansa', '1 hours', 57)
('6677f98b7acf35542d8ef174', 'NOC', 'ORU', 100, '2024-06-24', '15:44:00', 'British Airways', '8 hours', 312)
('6677f98b7acf35542d8ef176', 'ERF', 'KSC', 100, '2024-06-26', '13:23:00', 'Ryanair', '4 hours', 368)
('6677f98b7acf35542d8ef17b', 'LRH', 'IKA', 100, '2024-06-26', '19:58:00', 'Air France', '12 hours', 338)
('6677f98b7acf35542d8ef17c', 'LRH', 'IAS', 100, '2024-07-01', '10:17:00', 'Ryanair', '6 hours', 439)
('6677f98b7acf35542d8ef17d', 'LRH', 'STY', 100, '2024-07-01', '07:41:00', 'Lufthansa', '11 hours', 398)
('6677f98b7acf35542d8ef180', 'HFE', 'SSH', 100, '2024-07-01', '12:02:00', 'Ryanair', '13 hours', 246)
('6677f98b7acf35542d8ef181', 'HFE', 'YNJ', 100, '2024-06-29', '17:34:00', 'Ryanair', '7 hours', 473)
('6677f98b7acf35542d8ef182', 'HFE', 'BRX', 100, '2024-06-26', '17:11:00', 'British Airways', '1 hours', 339)
('6677f98b7acf35542d8ef185', 'FAO', 'ALG', 100, '2024-07-03', '03:08:00', 'EasyJet', '11 hours', 414)
('6677f98b7acf35542d8ef186', 'FAO', 'BIQ', 100, '2024-06-30', '12:10:00', 'British Airways', '1 hours', 417)
('6677f98b7acf35542d8ef187', 'FAO', 'CRK', 100, '2024-06-24', '01:46:00', 'Ryanair', '2 hours', 460)
('6677f98c7acf35542d8ef18a', 'ASP', 'PUY', 100, '2024-07-02', '12:37:00', 'British Airways', '4 hours', 162)
('6677f98c7acf35542d8ef18b', 'ASP', 'NYO', 100, '2024-06-25', '20:46:00', 'British Airways', '8 hours', 490)
('6677f98c7acf35542d8ef18c', 'ASP', 'KOA', 100, '2024-06-27', '12:35:00', 'EasyJet', '6 hours', 318)
('6677f98c7acf35542d8ef18f', 'TNA', 'ADU', 100, '2024-06-27', '09:19:00', 'Ryanair', '12 hours', 458)
('6677f98c7acf35542d8ef190', 'TNA', 'KHE', 100, '2024-06-30', '03:41:00', 'Lufthansa', '7 hours', 321)
('6677f98c7acf35542d8ef194', 'LVI', 'LRH', 100, '2024-07-01', '12:13:00', 'Lufthansa', '7 hours', 139)
('6677f98c7acf35542d8ef195', 'LVI', 'UIO', 100, '2024-07-02', '01:31:00', 'EasyJet', '3 hours', 295)
('6677f98c7acf35542d8ef196', 'LVI', 'STL', 100, '2024-06-26', '20:14:00', 'Lufthansa', '9 hours', 399)
('6677f98d7acf35542d8ef199', 'NBJ', 'RTM', 100, '2024-07-01', '12:02:00', 'Ryanair', '3 hours', 168)
('6677f98d7acf35542d8ef19a', 'NBJ', 'CTA', 100, '2024-06-26', '11:24:00', 'Ryanair', '6 hours', 478)
('6677f98d7acf35542d8ef19e', 'NDJ', 'NAP', 100, '2024-06-28', '01:39:00', 'Ryanair', '10 hours', 95)
('6677f98d7acf35542d8ef1a3', 'TLV', 'LRU', 100, '2024-06-26', '18:43:00', 'British Airways', '3 hours', 354)
('6677f98d7acf35542d8ef1a4', 'TLV', 'BCN', 100, '2024-06-26', '13:04:00', 'British Airways', '2 hours', 181)
('6677f98d7acf35542d8ef1a5', 'TLV', 'AXD', 100, '2024-06-25', '18:53:00', 'Air France', '8 hours', 347)
('6677f98d7acf35542d8ef1a6', 'TLV', 'KAB', 100, '2024-06-26', '08:19:00', 'Ryanair', '11 hours', 164)
('6677f98d7acf35542d8ef1a8', 'LPK', 'EDI', 100, '2024-07-03', '13:43:00', 'Air France', '8 hours', 184)
('6677f98d7acf35542d8ef1ad', 'HME', 'HAN', 100, '2024-06-29', '02:08:00', 'Ryanair', '1 hours', 234)
('6677f98d7acf35542d8ef1ae', 'HME', 'TPS', 100, '2024-06-24', '11:51:00', 'EasyJet', '4 hours', 309)
('6677f98d7acf35542d8ef1af', 'HME', 'RVY', 100, '2024-06-30', '16:59:00', 'Air France', '4 hours', 352)
('6677f98d7acf35542d8ef1b0', 'HME', 'SUV', 100, '2024-06-26', '02:28:00', 'Air France', '7 hours', 335)
('6677f98d7acf35542d8ef1b2', 'CIJ', 'CTA', 100, '2024-06-26', '18:35:00', 'EasyJet', '13 hours', 197)
('6677f98d7acf35542d8ef1b7', 'IND', 'ERF', 100, '2024-06-26', '15:26:00', 'Lufthansa', '10 hours', 310)
('6677f98d7acf35542d8ef1b8', 'IND', 'ORK', 100, '2024-07-02', '11:22:00', 'Air France', '2 hours', 315)
('6677f98e7acf35542d8ef1bc', 'RDU', 'CZX', 100, '2024-06-26', '18:17:00', 'EasyJet', '10 hours', 249)
('6677f98e7acf35542d8ef1bd', 'RDU', 'DTM', 100, '2024-06-30', '23:32:00', 'British Airways', '1 hours', 172)
('6677f98e7acf35542d8ef1be', 'RDU', 'DRS', 100, '2024-06-26', '22:58:00', 'British Airways', '12 hours', 97)
('6677f98e7acf35542d8ef1c1', 'CLT', 'ANU', 100, '2024-06-25', '03:54:00', 'Ryanair', '2 hours', 489)
('6677f98e7acf35542d8ef1c2', 'CLT', 'ZAZ', 100, '2024-06-24', '13:35:00', 'Ryanair', '13 hours', 376)
('6677f98e7acf35542d8ef1c3', 'CLT', 'POP', 100, '2024-06-28', '09:03:00', 'Air France', '2 hours', 420)
('6677f98e7acf35542d8ef1c4', 'CLT', 'NLU', 100, '2024-06-27', '10:36:00', 'Ryanair', '7 hours', 52)
('6677f98e7acf35542d8ef1c6', 'DBV', 'GMZ', 100, '2024-07-01', '10:40:00', 'Ryanair', '11 hours', 415)
('6677f98e7acf35542d8ef1c7', 'DBV', 'ODS', 100, '2024-07-02', '14:37:00', 'Lufthansa', '4 hours', 326)
('6677f98e7acf35542d8ef1c8', 'DBV', 'TSR', 100, '2024-06-25', '12:12:00', 'EasyJet', '9 hours', 320)
('6677f98e7acf35542d8ef1cb', 'SYD', 'GBT', 100, '2024-07-02', '21:36:00', 'Lufthansa', '10 hours', 441)
('6677f98e7acf35542d8ef1d0', 'KAB', 'MAR', 100, '2024-06-24', '16:58:00', 'Air France', '4 hours', 242)
('6677f98e7acf35542d8ef1d5', 'DRW', 'ROR', 100, '2024-06-29', '09:17:00', 'Lufthansa', '5 hours', 281)
('6677f98e7acf35542d8ef1d6', 'DRW', 'LEI', 100, '2024-07-03', '12:35:00', 'Lufthansa', '3 hours', 335)
('6677f98e7acf35542d8ef1d7', 'DRW', 'WAW', 100, '2024-06-27', '21:44:00', 'EasyJet', '4 hours', 326)
('6677f98e7acf35542d8ef1da', 'ROR', 'CMB', 100, '2024-07-02', '13:41:00', 'Ryanair', '7 hours', 115)
('6677f98e7acf35542d8ef1db', 'ROR', 'KHI', 100, '2024-06-28', '23:41:00', 'British Airways', '14 hours', 420)
('6677f98e7acf35542d8ef1dc', 'ROR', 'CAN', 100, '2024-07-03', '08:59:00', 'British Airways', '8 hours', 483)
('6677f98e7acf35542d8ef1dd', 'ROR', 'BGX', 100, '2024-06-27', '09:10:00', 'Air France', '12 hours', 363)
('6677f98f7acf35542d8ef1df', 'ORF', 'SKV', 100, '2024-06-27', '09:23:00', 'Ryanair', '7 hours', 104)
('6677f98f7acf35542d8ef1e0', 'ORF', 'YNT', 100, '2024-06-28', '21:12:00', 'British Airways', '3 hours', 69)
('6677f98f7acf35542d8ef1e1', 'ORF', 'CLY', 100, '2024-06-24', '20:27:00', 'Ryanair', '9 hours', 317)
('6677f98f7acf35542d8ef1e2', 'ORF', 'HIK', 100, '2024-06-30', '09:43:00', 'EasyJet', '11 hours', 440)
('6677f98f7acf35542d8ef1e4', 'MFR', 'ATQ', 100, '2024-06-27', '05:34:00', 'British Airways', '2 hours', 381)
('6677f98f7acf35542d8ef1e5', 'MFR', 'LRU', 100, '2024-07-02', '15:57:00', 'Ryanair', '10 hours', 132)
('6677f98f7acf35542d8ef1e6', 'MFR', 'GBT', 100, '2024-06-24', '01:20:00', 'Air France', '1 hours', 163)
('6677f98f7acf35542d8ef1e7', 'MFR', 'CEE', 100, '2024-06-28', '01:42:00', 'Air France', '10 hours', 261)
('6677f98f7acf35542d8ef1e9', 'SDQ', 'IUE', 100, '2024-06-30', '14:49:00', 'Air France', '12 hours', 67)
('6677f98f7acf35542d8ef1ea', 'SDQ', 'BJV', 100, '2024-06-27', '05:08:00', 'British Airways', '14 hours', 496)
('6677f98f7acf35542d8ef1eb', 'SDQ', 'CAI', 100, '2024-06-27', '14:03:00', 'Lufthansa', '10 hours', 396)
('6677f98f7acf35542d8ef1ee', 'AXD', 'VRN', 100, '2024-07-02', '17:16:00', 'EasyJet', '7 hours', 94)
('6677f98f7acf35542d8ef1ef', 'AXD', 'SLD', 100, '2024-07-03', '03:36:00', 'EasyJet', '11 hours', 456)
('6677f98f7acf35542d8ef1f0', 'AXD', 'JJN', 100, '2024-06-30', '19:48:00', 'EasyJet', '3 hours', 415)
('6677f98f7acf35542d8ef1f3', 'CFK', 'BOD', 100, '2024-06-25', '14:55:00', 'Ryanair', '10 hours', 428)
('6677f98f7acf35542d8ef1f4', 'CFK', 'YVR', 100, '2024-06-30', '22:40:00', 'EasyJet', '2 hours', 137)
('6677f98f7acf35542d8ef1f8', 'DMM', 'GDN', 100, '2024-06-27', '15:59:00', 'Ryanair', '11 hours', 142)
('6677f98f7acf35542d8ef1f9', 'DMM', 'PHL', 100, '2024-06-27', '00:41:00', 'Lufthansa', '3 hours', 222)
('6677f98f7acf35542d8ef1fd', 'HAH', 'PPG', 100, '2024-06-29', '14:37:00', 'British Airways', '4 hours', 445)
('6677f98f7acf35542d8ef1fe', 'HAH', 'LIS', 100, '2024-06-24', '08:50:00', 'Air France', '9 hours', 337)
